"Gene","p_value","log2FC","pct.1","pct.2","q_value","neg_log10_p","Classification"
"Tnni1",4.2149835563868e-93,2.65817748648397,0.116,0.012,9.26917033885022e-89,88.0329591367707,"UP"
"Gapdh",4.36481965781676e-93,0.909042912250666,0.167,0.038,9.59867490950483e-89,88.0177887168782,"NO"
"Serpinb6a",6.29409663508464e-93,1.56066315621378,0.143,0.026,1.38413479102146e-88,87.8588216149758,"UP"
"5430405H02Rik",7.01334447015753e-93,1.41395822233311,0.158,0.034,1.54230458243234e-88,87.8118298510534,"UP"
"Btbd8",7.69864296416775e-93,1.10158788687997,0.196,0.056,1.69300857425013e-88,87.771340842399,"UP"
"Sap130",9.29474696442483e-93,0.632334899267895,0.262,0.097,2.04400780494666e-88,87.6895174502013,"NO"
"Slc17a5",1.0960003511914e-92,1.01542730346157,0.207,0.062,2.410214372305e-88,87.6179443281435,"UP"
"Zyg11b",1.18701665815002e-92,0.658355552163962,0.275,0.105,2.61036833293771e-88,87.5832982077284,"NO"
"Usp53",1.20379739481836e-92,1.00067584784623,0.211,0.066,2.64727085094506e-88,87.5772016223356,"UP"
"Evl",1.31441022282539e-92,0.781268329634201,0.283,0.113,2.89051952101532e-88,87.5390240932875,"NO"
"Sulf2",1.77530552828793e-92,0.67678866105161,0.352,0.165,3.90407438725799e-88,87.408481915988,"NO"
"Pcbp3",1.80230482001591e-92,0.982306317606024,0.173,0.042,3.96344852969698e-88,87.4019267772873,"NO"
"Klf15",2.25061135221331e-92,2.3750870247857,0.109,0.009,4.94931942465229e-88,87.3054545163066,"UP"
"Wdr17",2.3035329377947e-92,1.06384040509387,0.161,0.035,5.06569928350432e-88,87.2953605949227,"UP"
"Sept8",2.37381847719469e-92,0.533725188559588,0.306,0.126,5.22026421319884e-88,87.2823075154977,"NO"
"Stim1",2.7445587252725e-92,0.405998492035341,0.36,0.163,6.03555909274676e-88,87.2192824936448,"NO"
"Eef2k",2.81019795784129e-92,1.09728352872104,0.187,0.051,6.17990632908879e-88,87.2090181076083,"UP"
"C2",3.03426901319681e-92,-3.03787077806262,0.019,0.103,6.67266098692111e-88,87.1757009394755,"DOWN"
"Trpv4",3.0421382000806e-92,-2.48829514131924,0.049,0.155,6.68996611579726e-88,87.1745760818973,"DOWN"
"Maml2",3.37351892197102e-92,0.736196366840276,0.652,0.476,7.41870546130647e-88,87.1296718710094,"NO"
"Thoc2",3.52685026862014e-92,0.264793866067938,0.527,0.277,7.75589642572254e-88,87.1103679992372,"NO"
"Ccdc141",4.42618937774347e-92,1.58082743094155,0.169,0.042,9.73363306059567e-88,87.0117250298577,"UP"
"Agpat4",6.07224633562337e-92,0.62922745089316,0.295,0.121,1.33534769166694e-87,86.8744056399831,"NO"
"Ptbp2",6.78620875145436e-92,0.451440975937632,0.331,0.142,1.49235516653233e-87,86.826127806549,"NO"
"Ldah",7.49012973929442e-92,0.731293092372052,0.245,0.087,1.64715443096824e-87,86.7832656811137,"NO"
"Ptch1",7.60113556919838e-92,1.1155720206437,0.315,0.14,1.67156572302242e-87,86.776876543041,"UP"
"Mtbp",7.81550136528649e-92,-2.56327657849884,0.047,0.152,1.71870690524015e-87,86.7647981781645,"DOWN"
"Ric3",9.57890712054944e-92,2.36546907722166,0.11,0.01,2.10649746488003e-87,86.6764390592,"UP"
"Rbck1",9.82845506310641e-92,-2.1071239127574,0.146,0.275,2.16137555292773e-87,86.6652697650957,"DOWN"
"Arhgef12",1.04905576038923e-91,0.434346571025928,0.556,0.31,2.30697852267195e-87,86.6369564486209,"NO"
"Secisbp2l",1.26739018979143e-91,0.523319960461212,0.333,0.147,2.78711776637033e-87,86.5548446802985,"NO"
"Ppp2r2a",1.29217305400351e-91,0.414514818636597,0.418,0.206,2.84161776305912e-87,86.5464343411019,"NO"
"Gm12743",1.43945447053994e-91,1.46958046821977,0.154,0.033,3.16550432616439e-87,86.4995570886097,"UP"
"Fus",1.53016765649188e-91,0.296707492538552,0.705,0.417,3.36499169339129e-87,86.473016003511,"NO"
"Gm12353",1.81307825420957e-91,1.33975293299224,0.179,0.047,3.98714038883227e-87,86.3993384723833,"UP"
"Pdcd4",1.86414997466709e-91,0.856849120233658,0.257,0.095,4.0994522092904e-87,86.3872741721526,"NO"
"Polr3e",2.09600272776884e-91,1.15524993380361,0.17,0.042,4.60931959863645e-87,86.3363631779436,"UP"
"Snx24",2.12317913189182e-91,0.43342173465535,0.462,0.243,4.6690832289433e-87,86.3307683844653,"NO"
"Fbxo32",2.14533048455368e-91,1.13888098655377,0.189,0.053,4.717796268582e-87,86.3262608174439,"UP"
"Aff3",2.31412279760608e-91,0.43278257648057,0.283,0.11,5.08898744421553e-87,86.2933686206368,"NO"
"Zfp932",2.31541426260654e-91,1.05904524139859,0.167,0.04,5.09182750489804e-87,86.2931263173004,"UP"
"Selenop",2.85856148417417e-91,1.73585034549,0.148,0.03,6.28626255984741e-87,86.201607483657,"UP"
"Ncoa6",3.70971514035296e-91,0.353418979952024,0.383,0.178,8.15803456515019e-87,86.0884144589328,"NO"
"Gpnmb",3.90192231280037e-91,-0.409004105920647,0.109,0.255,8.58071735807929e-87,86.0664764031032,"NO"
"Vcl",4.04801753203662e-91,1.20670973589554,0.208,0.066,8.90199535470173e-87,86.0505126366799,"UP"
"Abca3",4.52025188322992e-91,0.591742639926262,0.249,0.089,9.94048591641092e-87,86.0025923856572,"NO"
"Aldh1l1",4.56567069940979e-91,1.95203564824228,0.125,0.017,1.00403664350721e-86,85.99825043681,"UP"
"Rin2",4.92599539350734e-91,0.712926205038334,0.356,0.169,1.0832756469862e-86,85.9652610200755,"NO"
"Sgce",5.99324911541748e-91,0.794018828163734,0.247,0.09,1.31797541297146e-86,85.880092691495,"NO"
"Atxn1",6.75513421675545e-91,0.389933470884195,0.614,0.375,1.48552156560669e-86,85.8281210390767,"NO"
"Rgmb",6.86259667689321e-91,-2.40544615153336,0.096,0.218,1.50915363521559e-86,85.8212665458242,"DOWN"
"C2cd2",7.15145855285969e-91,1.16108297234371,0.158,0.035,1.57267725035937e-86,85.8033603954758,"UP"
"Dmxl1",8.81808637337006e-91,0.299462745046439,0.488,0.251,1.93918537436781e-86,85.7123806730168,"NO"
"Jam2",9.19143549099245e-91,1.66372728468178,0.155,0.034,2.02128857882415e-86,85.6943716779523,"UP"
"Ccdc191",1.31387290074717e-90,0.964642121477064,0.197,0.058,2.88933789603311e-86,85.5392016662549,"NO"
"Robo2",1.57446438768072e-90,1.42205738113927,0.192,0.055,3.46240463494867e-86,85.4606221795408,"UP"
"Prrt1",1.7714041768576e-90,0.42751049149831,0.279,0.108,3.89549492532756e-86,85.4094373570713,"NO"
"Scn3a",1.88868914880911e-90,1.38839191490825,0.143,0.027,4.15341630714612e-86,85.3815945363028,"UP"
"Gm47664",2.22080613371628e-90,2.30151944483751,0.113,0.012,4.88377476865547e-86,85.3112443731845,"UP"
"Has2",2.29030538667394e-90,-3.2058779720635,0.026,0.115,5.03661057583466e-86,85.2978616269275,"DOWN"
"Ext1",2.6299912102466e-90,-1.08443610057682,0.651,0.636,5.78361367045329e-86,85.2378007244262,"DOWN"
"Letm2",3.15592187893398e-90,1.5206006743064,0.145,0.028,6.94018780396372e-86,85.1586287772221,"UP"
"B930095G15Rik",3.43154967985515e-90,1.43875901540622,0.148,0.03,7.54632090096947e-86,85.1222647307336,"UP"
"Cyp2j9",3.57198699226584e-90,1.52930489876618,0.141,0.026,7.85515659469181e-86,85.1048451527586,"UP"
"Gmds",3.58103107856775e-90,0.64334205930735,0.357,0.168,7.87504544487834e-86,85.1037469313285,"NO"
"Pnkd",4.7939855181321e-90,1.11279268370952,0.156,0.034,1.05424535529243e-85,84.9770583036878,"UP"
"Sirt7",4.98002920448504e-90,0.711604940322681,0.22,0.072,1.0951582223583e-85,84.9605231318439,"NO"
"Ddhd2",4.9903647469529e-90,0.488215571948313,0.274,0.106,1.09743111150241e-85,84.9596227319818,"NO"
"Syngr1",5.19347095080599e-90,1.57121389627018,0.168,0.042,1.14209619679174e-85,84.9422973146748,"UP"
"Ppm1a",5.27444477138092e-90,0.661245339996922,0.259,0.098,1.15990314967438e-85,84.9355782722541,"NO"
"Mpv17",5.30243405587417e-90,1.21701425697552,0.183,0.05,1.16605827322729e-85,84.9332797453672,"UP"
"Synj1",5.72361354674972e-90,0.20407041468779,0.388,0.178,1.25867985506573e-85,84.9000847185489,"NO"
"Zfand6",6.25186336487126e-90,0.343788735244194,0.378,0.176,1.37484727256884e-85,84.8617455435534,"NO"
"Dicer1",6.47260326969555e-90,0.294875753632224,0.386,0.18,1.42339018503875e-85,84.8466760331685,"NO"
"Slco1c1",8.36979027845189e-90,2.60882423250112,0.116,0.014,1.84060058013435e-85,84.7350404454252,"UP"
"Rab2a",9.29089358882917e-90,0.422384192336215,0.378,0.177,2.04316040911942e-85,84.6896975354426,"NO"
"Ckap5",1.0145688844815e-89,0.332445502770238,0.455,0.23,2.23113843386327e-85,84.6514734825186,"NO"
"Mau2",1.19907720249205e-89,0.382804264492089,0.359,0.163,2.63689067600027e-85,84.5789078754375,"NO"
"Gfap",1.58515446707942e-89,1.72225593804774,0.153,0.034,3.48591318855434e-85,84.4576834325448,"UP"
"Tnrc6b",1.95155476289971e-89,0.354839617450212,0.742,0.457,4.29166407909275e-85,84.3673742788556,"NO"
"Rab11fip4",2.20565404441694e-89,0.631056465284273,0.208,0.065,4.8504538090773e-85,84.3142176268497,"NO"
"Map3k13",2.47628572727132e-89,1.38817560049637,0.16,0.038,5.44559994284236e-85,84.2639542669619,"UP"
"Rplp1",2.57892105112133e-89,-2.34390926368541,0.148,0.279,5.67130528352092e-85,84.2463169742305,"DOWN"
"Dstyk",2.79870848771778e-89,0.394807220417061,0.281,0.11,6.15463983534017e-85,84.210797356559,"NO"
"Ccdc62",2.93503118507551e-89,1.66054688663619,0.133,0.022,6.45442707909955e-85,84.1901423014112,"UP"
"Carmil1",3.21932442274092e-89,0.774634241597021,0.276,0.112,7.07961633804955e-85,84.1499902771666,"NO"
"Map7d1",3.87666316037588e-89,0.374088506497806,0.276,0.106,8.5251699559826e-85,84.0692969542464,"NO"
"Rnf141",3.87724976545563e-89,1.29951972373807,0.16,0.037,8.52645995921349e-85,84.0692312430752,"UP"
"Rtkn2",3.91403568739148e-89,1.61978490421831,0.169,0.043,8.6073558801426e-85,84.065130240303,"UP"
"Ggps1",4.57161569342271e-89,1.18965790954688,0.176,0.047,1.00534400714059e-84,83.9976853065627,"UP"
"Mfhas1",5.40305634360225e-89,0.645265684511335,0.25,0.093,1.18818612052157e-84,83.9251155250246,"NO"
"Spag9",6.20737166932312e-89,0.249417821875363,0.65,0.38,1.36506310380085e-84,83.8648472717009,"NO"
"Chst8",6.31199936593673e-89,1.98518944292235,0.121,0.017,1.38807178056315e-84,83.857588074878,"UP"
"Npas2",7.05690939258932e-89,1.48235536478641,0.167,0.042,1.55188494452432e-84,83.8091404801206,"UP"
"4933431E20Rik",7.20589199424595e-89,2.45322845304647,0.11,0.011,1.58464770845463e-84,83.800067273055,"UP"
"Gpr17",8.79256095823282e-89,2.75518760536058,0.103,0.008,1.93357208032498e-84,83.7136396335191,"UP"
"Tecpr1",8.98577061435658e-89,1.27649601918485,0.17,0.043,1.97606081580316e-84,83.7041996935737,"UP"
"Kmt5b",9.73549904301099e-89,0.363092675403981,0.395,0.19,2.14093359454855e-84,83.6693968030318,"NO"
"Ppp1r14a",1.15036447504662e-88,2.80674291418133,0.101,0.007,2.52976651707501e-84,83.5969195598618,"UP"
"Cap2",1.55746205998281e-88,0.977784347055189,0.179,0.048,3.4250148161082e-84,83.4653375454737,"NO"
"Prkd3",1.72254166328206e-88,0.737497139126459,0.243,0.089,3.78804137172358e-84,83.4215852864235,"NO"
"Vxn",1.74963868521952e-88,1.87340938031394,0.124,0.018,3.84763043266625e-84,83.4148066488904,"UP"
"Arrb1",2.09912872338828e-88,0.665600799279636,0.246,0.09,4.61619397560317e-84,83.3357159501201,"NO"
"Fktn",2.34793003203865e-88,1.00383946696663,0.197,0.06,5.1633329334562e-84,83.2870698705946,"UP"
"Pi4kb",2.92606556841109e-88,0.724738997591081,0.236,0.084,6.43471079149283e-84,83.1914709677155,"NO"
"Gucy1a2",3.25795654651078e-88,0.775941515934726,0.23,0.08,7.16457224143186e-84,83.1448097339102,"NO"
"Ints9",3.39214714934893e-88,1.01513118765063,0.202,0.063,7.45967079613323e-84,83.1272803380203,"UP"
"Hectd1",3.63771945862462e-88,0.289254983964463,0.41,0.199,7.9997088614614e-84,83.0969258182783,"NO"
"Ppp6r3",3.68955866496112e-88,0.256113834008251,0.488,0.251,8.11370846011601e-84,83.0907806013196,"NO"
"Usp31",4.08706946522416e-88,1.16812107486179,0.237,0.088,8.98787446097444e-84,83.0463430022617,"UP"
"Gm48678",4.52294903677345e-88,2.79573042433406,0.147,0.032,9.9464172267685e-84,83.0023333271787,"UP"
"Sncaip",5.66947779769423e-88,-1.6971736722074,0.135,0.268,1.24677486249094e-83,82.9042119625642,"DOWN"
"Hnrnpr",6.08916285467806e-88,0.385634739752269,0.406,0.198,1.33906780337225e-83,82.8731974320359,"NO"
"Rbfox1",6.35829061126234e-88,0.437990679409626,0.475,0.252,1.3982516883227e-83,82.8544146476094,"NO"
"Cacng4",8.71090074623425e-88,1.2003489990206,0.192,0.058,1.91561418310437e-83,82.7176919561245,"UP"
"Hnrnpa1",9.77968705036011e-88,-2.23004175522316,0.114,0.235,2.15065097924469e-83,82.667430063851,"DOWN"
"Esyt2",1.01889757860865e-87,0.316862569439163,0.331,0.145,2.24065766511828e-83,82.6496244913038,"NO"
"Ttyh3",1.11765156457347e-87,0.806641510073065,0.213,0.07,2.45782755565351e-83,82.6094485910408,"NO"
"Dlgap4",1.30134816646277e-87,0.362662781749328,0.356,0.164,2.86179475286828e-83,82.54336151694,"NO"
"Abi2",1.73607097929823e-87,0.820115630578787,0.232,0.082,3.81779369057473e-83,82.4181875441105,"NO"
"Gria3",2.05237536392647e-87,0.674543190245793,0.275,0.11,4.5133786628107e-83,82.3454982285737,"NO"
"Sesn1",2.30157361502317e-87,0.539636188584447,0.339,0.154,5.06139053679746e-83,82.2957301512444,"NO"
"Kctd1",2.39996371868847e-87,1.03783859852591,0.192,0.057,5.2777602137678e-83,82.2775503451131,"UP"
"Pkm",2.422326788156e-87,0.24494465555597,0.342,0.152,5.32693883983386e-83,82.2735222894504,"NO"
"Nav1",2.69343915063359e-87,0.614959508011789,0.555,0.347,5.92314203615832e-83,82.2274478529103,"NO"
"Macrod2",2.90868618004224e-87,-1.49721356797556,0.563,0.593,6.39649177853088e-83,82.1940581539796,"DOWN"
"Ttc28",3.68783173777862e-87,0.505446465997819,0.475,0.262,8.10991077454897e-83,82.0909839238818,"NO"
"Timp2",4.03003972506093e-87,0.815817823873944,0.178,0.048,8.86246035938148e-83,82.0524456943466,"NO"
"Arfgef2",4.62434506586893e-87,0.308447747268376,0.442,0.225,1.01693972343524e-82,81.9927047880362,"NO"
"Pkia",5.91289255490604e-87,1.12135959306749,0.167,0.043,1.30030420174939e-82,81.8859550340884,"UP"
"Hid1",6.3664610922667e-87,1.03378873471552,0.19,0.056,1.40004845880037e-82,81.8538569321608,"UP"
"Rnf150",6.60151284746248e-87,0.917801369493628,0.225,0.078,1.45173869028547e-82,81.838111548636,"NO"
"Ate1",6.60752281059519e-87,1.01209765212079,0.156,0.036,1.45306034127799e-82,81.8377163503682,"UP"
"Rundc3b",6.80930871577195e-87,1.32843868858373,0.138,0.026,1.49743507968541e-82,81.8246519970826,"UP"
"Ildr2",7.00016917161461e-87,1.49332705563743,0.156,0.036,1.53940720252977e-82,81.8126464858085,"UP"
"Neu4",7.59023402634332e-87,1.72079566103059,0.13,0.022,1.66916836473316e-82,81.7774998549404,"UP"
"Cyp2j12",8.03676768169638e-87,2.44347250820478,0.109,0.012,1.76736558088185e-82,81.752673607065,"UP"
"Trim34a",8.22428486416197e-87,-2.24830229739729,0.055,0.162,1.80860248447786e-82,81.7426568769039,"DOWN"
"Itih3",9.09585204042889e-87,2.89407877794821,0.103,0.009,2.00026882221072e-82,81.6989116342574,"UP"
"Kcnk10",1.01321685267366e-86,1.78558587500019,0.128,0.021,2.22816518071465e-82,81.6520526167237,"UP"
"Sp110",1.08364131742883e-86,-2.03150211558118,0.047,0.15,2.38303562115775e-82,81.6228694658547,"DOWN"
"Acap3",1.26041518224802e-86,0.817300461360643,0.189,0.055,2.77177902728163e-82,81.5572413956538,"NO"
"Herc2",1.27097063268002e-86,0.229151841616887,0.509,0.272,2.79499151832663e-82,81.5536195056844,"NO"
"Macf1",1.292033176966e-86,0.43910997442084,0.885,0.683,2.84131015946594e-82,81.5464813557905,"NO"
"Diaph2",1.58954513776131e-86,0.300768709535411,0.502,0.276,3.4955687124509e-82,81.4564821565174,"NO"
"Opa1",1.61417333691112e-86,0.429625966237754,0.311,0.133,3.54972858520124e-82,81.4498048521437,"NO"
"Pgap2",1.63191224962889e-86,0.68765624483552,0.227,0.079,3.5887382281589e-82,81.4450582190734,"NO"
"Kcna6",1.84667759209183e-86,0.958375952881273,0.246,0.094,4.06102869276914e-82,81.3913639420373,"NO"
"Son",2.08311406282332e-86,0.396121479454763,0.825,0.578,4.58097613555477e-82,81.3390419706609,"NO"
"Ifi206",2.37369496744001e-86,-2.7140888623551,0.02,0.101,5.21999260289733e-82,81.2823301124236,"DOWN"
"Unc13b",2.44311604682055e-86,0.836203099246137,0.189,0.056,5.37265649856307e-82,81.2698109252134,"NO"
"Csdc2",2.53807031696759e-86,2.20407118461382,0.115,0.015,5.58147043404342e-82,81.2532513714452,"UP"
"Cpped1",2.62784989834895e-86,0.703169594437751,0.21,0.068,5.77890471145917e-82,81.2381544665699,"NO"
"Plod2",2.70755510270913e-86,-2.62130414341429,0.088,0.203,5.95418442636765e-82,81.2251777175372,"DOWN"
"Id4",2.77171013088609e-86,2.78053103862763,0.106,0.011,6.0952677488316e-82,81.21500721223,"UP"
"Paip2",2.83231835851231e-86,0.365014695263464,0.387,0.187,6.22855130220443e-82,81.2056129540826,"NO"
"Catspere2",2.9744473342463e-86,1.25182690386366,0.142,0.029,6.54110713274103e-82,81.1843487377695,"UP"
"Nop56",3.02219647733035e-86,-1.95215682747592,0.16,0.285,6.64611227329717e-82,81.1774323264245,"DOWN"
"Emx2os",4.168278074776e-86,2.16510853102309,0.104,0.009,9.16646031423989e-82,81.037798337478,"UP"
"Ldlrad3",4.59480667599203e-86,0.445679207809498,0.387,0.192,1.01044393611741e-81,80.995487778052,"NO"
"Tmtc1",5.04367000197478e-86,1.14792866056046,0.175,0.048,1.10915347013427e-81,80.9550083577092,"UP"
"Ttll8",5.44981450710929e-86,2.36270186536381,0.101,0.008,1.1984687082584e-81,80.9213733008111,"UP"
"App",5.92184010728246e-86,0.472097928282241,0.706,0.483,1.30227185799249e-81,80.8852983444149,"NO"
"Mical2",6.09644733024507e-86,0.972802770874236,0.251,0.098,1.34066973239419e-81,80.8726781953508,"NO"
"Man2a2",6.2879672088091e-86,0.143958327440519,0.355,0.16,1.38278686888921e-81,80.8592447532228,"NO"
"Arrdc2",6.52359339760279e-86,1.15865724219428,0.154,0.035,1.43460342406683e-81,80.8432681369388,"UP"
"Gm26510",6.60764821659927e-86,-1.58007929607399,0.06,0.172,1.45308791931235e-81,80.8377081078513,"DOWN"
"Gpatch2l",8.84984782638637e-86,0.783272614811459,0.196,0.06,1.94617003550063e-81,80.710819218408,"NO"
"mt-Co1",9.09363264786035e-86,1.01495042703749,0.24,0.088,1.99978075559097e-81,80.6990176152642,"UP"
"Fam228a",9.7591716322722e-86,1.88637485153177,0.11,0.013,2.14613943365298e-81,80.6683420655486,"UP"
"Clip2",1.11223550044315e-85,0.331585762583598,0.307,0.13,2.44591708902452e-81,80.6115582686364,"NO"
"Plppr5",1.48089373497573e-85,1.88873881261722,0.12,0.017,3.25663341258512e-81,80.4872311256389,"UP"
"Mtor",1.55444493614605e-85,0.501799021281494,0.293,0.123,3.41837985907877e-81,80.4661796790244,"NO"
"Dmtf1",1.60990207828247e-85,0.439492037115053,0.327,0.146,3.54033566035098e-81,80.4509555604241,"NO"
"Phc1",1.65211120649505e-85,1.12103403846203,0.158,0.038,3.63315775420327e-81,80.4397157443634,"UP"
"Jam3",2.74289832198791e-85,0.478876888157101,0.388,0.195,6.03190769988361e-81,80.2195453126519,"NO"
"A330023F24Rik",2.79800130326256e-85,0.263039676987589,0.34,0.152,6.1530846660047e-81,80.2109071090099,"NO"
"Tbc1d1",2.86431240936208e-85,-1.70798349433601,0.181,0.311,6.29890941942815e-81,80.2007346369153,"DOWN"
"Cd72",3.56098049861468e-85,-3.14687950912693,0.024,0.108,7.83095221450353e-81,80.1061854261463,"DOWN"
"Ftx",3.62196987026858e-85,-1.86690759566611,0.284,0.39,7.96507394170764e-81,80.0988101881834,"DOWN"
"Nek7",3.96811253029155e-85,0.474616132416829,0.37,0.179,8.72627626536415e-81,80.0591710417934,"NO"
"Fam155a",4.35007653239751e-85,0.746194941050427,0.406,0.214,9.56625330239537e-81,80.0192581237384,"NO"
"Dclk1",4.82186915370513e-85,0.596805621222183,0.426,0.229,1.0603772455913e-80,79.9745396002714,"NO"
"Lamp1",4.88814345131768e-85,0.516202459952459,0.224,0.077,1.07495162637927e-80,79.9686110788826,"NO"
"Pak3",4.94488249306779e-85,0.828508880976182,0.268,0.11,1.08742910905054e-80,79.9635990456852,"NO"
"Reps1",5.39372371216191e-85,0.537827010492716,0.265,0.104,1.18613378154153e-80,79.9258663250454,"NO"
"4931406P16Rik",5.4924764618668e-85,0.513928784463149,0.32,0.143,1.20785049872913e-80,79.9179868170353,"NO"
"Parg",8.04811437957578e-85,0.416377487652265,0.273,0.109,1.76986083321251e-80,79.7520608815162,"NO"
"Hmgcl",8.30057840423632e-85,0.667306575892528,0.188,0.056,1.82538019687561e-80,79.73864666534,"NO"
"Vamp4",8.75972895466323e-85,0.789180788150557,0.178,0.05,1.92635199441999e-80,79.7152643531062,"NO"
"Pla2g7",8.86280812186691e-85,1.11161579220532,0.181,0.053,1.94902013407975e-80,79.7101836744408,"UP"
"Pgap1",8.96228897730602e-85,0.814189749113659,0.218,0.075,1.97089696899937e-80,79.7053360783916,"NO"
"Gm29683",1.16950877445801e-84,2.81038158184078,0.106,0.011,2.57186674591061e-80,79.58975153692,"UP"
"Sorcs3",1.31796120495391e-84,0.934289496776381,0.236,0.088,2.89832848581415e-80,79.5378523947476,"NO"
"Svil",1.39637918933347e-84,0.756743502045155,0.35,0.173,3.07077747526323e-80,79.5127516536861,"NO"
"Plxna2",1.50404567252608e-84,1.32379933793759,0.208,0.07,3.30754683845211e-80,79.4804939970158,"UP"
"Rarb",1.50432207233955e-84,1.49980682151388,0.136,0.026,3.30815466928192e-80,79.4804141936644,"UP"
"Cyfip2",3.28335338621145e-84,0.895927839408741,0.277,0.117,7.22042243161761e-80,79.1414373932401,"NO"
"Dzip3",3.81347891177716e-84,0.298945460367924,0.311,0.133,8.38622147488916e-80,79.0764336723341,"NO"
"D16Ertd472e",4.20889617566762e-84,1.33165883417135,0.151,0.035,9.25578357991067e-80,79.0335868086749,"UP"
"Fnip1",4.60842345141822e-84,0.359802439643893,0.42,0.213,1.01343840120138e-79,78.9942026434498,"NO"
"Phldb1",5.00833086028328e-84,0.786500442931953,0.522,0.337,1.1013820394849e-79,78.9580620099468,"NO"
"Dyrk1a",5.85027331420667e-84,0.111899971988271,0.502,0.262,1.28653360452719e-79,78.8905788654427,"NO"
"Satb1",6.25308612160377e-84,0.270290545565659,0.183,0.052,1.37511616900189e-79,78.8616606113425,"NO"
"Cacng7",6.55505652600689e-84,0.502560626792197,0.237,0.086,1.44152248063417e-79,78.8411785803731,"NO"
"Bfar",6.87833115449705e-84,0.934910327521993,0.177,0.05,1.51261380418545e-79,78.8202719405298,"NO"
"Trim3",7.04905537380695e-84,0.89354063787374,0.18,0.052,1.55015776725389e-79,78.8096240992742,"NO"
"Nxpe4",7.17461267226767e-84,0.579266589250599,0.293,0.127,1.57776907275838e-79,78.801956561181,"NO"
"Zranb1",7.41259453048068e-84,0.372130133602878,0.317,0.139,1.63010366319801e-79,78.7877847766247,"NO"
"Hmgb2",7.69745102610362e-84,-2.85065733061375,0.025,0.11,1.69274645515045e-79,78.7714080870034,"DOWN"
"Mpp2",8.71746396851146e-84,1.01427245015963,0.143,0.03,1.91705750131535e-79,78.7173648604503,"UP"
"Plppr1",8.94617081694279e-84,1.54363508414047,0.15,0.035,1.96735242435389e-79,78.7061178351786,"UP"
"Asxl3",8.9612107301187e-84,1.16162316879143,0.166,0.044,1.9706598516604e-79,78.705388331223,"UP"
"Plxna4",9.06597212017576e-84,0.760155846033303,0.255,0.099,1.99369792894785e-79,78.7003406422776,"NO"
"Tox3",1.01304135788917e-83,1.50321616657464,0.13,0.024,2.22777925013408e-79,78.6521278454545,"UP"
