"Gene","p_value","log2FC","pct.1","pct.2","q_value","neg_log10_p","Classification"
"Sec24b",5.22547315492063e-58,0.142663588288338,0.375,0.203,1.1491338014986e-53,52.9396294004942,"NO"
"Cntn4",5.23807393556661e-58,0.72525999769768,0.233,0.108,1.15190483917045e-53,52.9385833972411,"NO"
"Dst",5.25240195248346e-58,-0.791617356992922,0.833,0.715,1.15505571337064e-53,52.9373970673512,"NO"
"Rttn",5.66598435419699e-58,0.534073806557815,0.201,0.085,1.24600661933146e-53,52.9044796505087,"NO"
"Strada",6.55306127357177e-58,0.45398686444743,0.208,0.089,1.44108370467117e-53,52.8413107926621,"NO"
"Mms22l",6.85896475791647e-58,-2.18473692465896,0.044,0.12,1.50835493991341e-53,52.8214964500395,"DOWN"
"Ifitm10",6.88459880291675e-58,1.45476225658269,0.105,0.024,1.51399212274942e-53,52.8198763844498,"UP"
"Snx14",7.33692571258338e-58,0.28112256016687,0.226,0.1,1.61346333345421e-53,52.7922408996493,"NO"
"Tshz1",8.06836057473116e-58,0.368797931487016,0.248,0.116,1.77431317398913e-53,52.7509697228744,"NO"
"Taok3",1.1203370630751e-57,0.192562408847606,0.4,0.224,2.46373323540844e-53,52.6084063178802,"NO"
"Parvb",1.35404837271198e-57,0.889869757390913,0.163,0.061,2.97768777643092e-53,52.5261208418699,"NO"
"Prepl",1.40141569208428e-57,0.666199615010388,0.123,0.034,3.08185324846255e-53,52.5111880453387,"NO"
"Bckdha",1.5305763978419e-57,0.551618748823449,0.168,0.062,3.36589055649412e-53,52.4729000094188,"NO"
"Snrnp70",1.77926994324494e-57,-0.754862636270464,0.798,0.711,3.91279253218994e-53,52.4075131790643,"NO"
"Epb41l3",1.77980545089919e-57,0.359829649979832,0.392,0.226,3.9139701670724e-53,52.4073824889297,"NO"
"Abi1",1.90290646470721e-57,-0.0105292819683583,0.427,0.239,4.18468160653763e-53,52.378337579913,"NO"
"Pafah1b1",2.11391917281833e-57,0.127580093739111,0.684,0.438,4.64871965294479e-53,52.332666643718,"NO"
"Atxn3",2.6519486337862e-57,0.362808271510752,0.177,0.068,5.83190024055923e-53,52.2341899135901,"NO"
"Styx",2.65806593595936e-57,0.77536646869185,0.161,0.059,5.84535279976822e-53,52.2331892716076,"NO"
"Fech",3.16433451118876e-57,0.564011085954933,0.179,0.07,6.9586880235552e-53,52.1574726336423,"NO"
"Grm5",3.26061237990684e-57,0.533170000670159,0.297,0.154,7.17041268465314e-53,52.1444558483057,"NO"
"Casp4",3.44648560314875e-57,-1.83095630517613,0.037,0.111,7.57916648988441e-53,52.1203785527779,"DOWN"
"Itm2b",3.54502235329125e-57,0.0552006818552803,0.328,0.169,7.79585865712279e-53,52.1081360434626,"NO"
"Erc1",4.01594678604128e-57,0.202743663348122,0.298,0.151,8.83146857718337e-53,52.0539670719677,"NO"
"Ahcyl2",4.12187891799914e-57,0.284186247411224,0.36,0.198,9.06442392857192e-53,52.0426597914132,"NO"
"Rnf24",4.17020067721459e-57,0.976590025097737,0.118,0.032,9.1706883092626e-53,52.0375980669803,"NO"
"Prim1",4.17071356624571e-57,-2.22597277986635,0.055,0.136,9.17181620353094e-53,52.0375446567978,"DOWN"
"Cnksr3",4.60122550373696e-57,0.983787226015602,0.212,0.095,1.01185550052679e-52,51.9948815031134,"NO"
"Tbcd",4.76678352556259e-57,0.276760900917187,0.371,0.207,1.04826336510647e-52,51.9795295917386,"NO"
"Atg7",5.21015302195997e-57,0.288432243976754,0.253,0.119,1.14576475105922e-52,51.9409045427566,"NO"
"Rp9",5.74594480987092e-57,0.403261828881078,0.201,0.085,1.26359072313871e-52,51.8983935712003,"NO"
"Stard3",6.03118208398416e-57,0.584437355285839,0.175,0.068,1.32631725208896e-52,51.8773525812466,"NO"
"Trim24",6.05847100975566e-57,0.310295909850264,0.26,0.125,1.33231835975537e-52,51.8753919873543,"NO"
"Zfp426",6.48434667006434e-57,0.648798022298053,0.145,0.048,1.42597267621385e-52,51.8458887961414,"NO"
"Cdk2",6.55988607313441e-57,-2.31791718861289,0.035,0.105,1.44258454634299e-52,51.8408587244917,"DOWN"
"Zfp276",6.72284864142697e-57,0.322785274623856,0.203,0.087,1.47842164473621e-52,51.8302016878172,"NO"
"Gabbr2",6.83423079311035e-57,0.566740866866345,0.219,0.097,1.5029156937129e-52,51.8230653805456,"NO"
"Pdha1",7.47167135269153e-57,-2.3091184170693,0.068,0.152,1.6430952471704e-52,51.7843372605932,"DOWN"
"Mef2a",8.00805211349818e-57,0.213486894035352,0.479,0.286,1.76105074027938e-52,51.7542281307415,"NO"
"Rab14",9.08275286436256e-57,0.177178938478249,0.289,0.144,1.99738818240197e-52,51.6995375239664,"NO"
"Dzip1",9.97812408159997e-57,0.353055703094112,0.213,0.093,2.19428926678465e-52,51.6587061212064,"NO"
"Gm29514",1.10550388240922e-56,0.934818755570252,0.12,0.034,2.43111358780613e-52,51.6141947493406,"NO"
"Fam126a",1.11072010843312e-56,0.498550627698917,0.23,0.107,2.44258459045527e-52,51.6121503870639,"NO"
"Slk",1.16188777213318e-56,0.268608445366506,0.337,0.182,2.55510739969807e-52,51.592590840298,"NO"
"Rbl1",1.21950102319569e-56,-2.13763074940153,0.043,0.118,2.68180470010965e-52,51.5715728524177,"DOWN"
"Cab39",1.31424939351446e-56,0.239590584144574,0.247,0.115,2.89016584127765e-52,51.5390772361759,"NO"
"Zfp169",1.41953739912782e-56,1.10616905635516,0.126,0.037,3.12170469442199e-52,51.5056081825192,"UP"
"Sema3d",1.4221670217307e-56,0.950341235799991,0.167,0.065,3.12748749748798e-52,51.5048044177761,"NO"
"Lrrfip2",1.537923522282e-56,0.201165863536719,0.274,0.134,3.38204761785035e-52,51.4708202820061,"NO"
"Flnb",2.11973496261163e-56,0.24040729146524,0.324,0.172,4.66150915627924e-52,51.3314734583878,"NO"
"Mpped2",2.35911321028596e-56,0.726251385708475,0.233,0.111,5.18792586073986e-52,51.2850062389298,"NO"
"Wls",2.40863957021128e-56,0.375357604534226,0.288,0.149,5.29683927885163e-52,51.2759832045926,"NO"
"Eda",2.49882495684736e-56,1.32049133255101,0.102,0.023,5.49516596260303e-52,51.2600191866701,"UP"
"Hspa9",2.8240124411184e-56,-1.84870776213152,0.164,0.259,6.21028575926348e-52,51.2068884157951,"DOWN"
"Zmiz1",3.00368583053926e-56,0.192402759602259,0.574,0.364,6.60540550993889e-52,51.1801005156236,"NO"
"Gvin1",3.30639894539736e-56,-1.93596504237885,0.042,0.117,7.27110192082333e-52,51.1383997677009,"DOWN"
"Slc35d1",3.82934750626489e-56,0.779329206040033,0.144,0.049,8.42111810102711e-52,51.0746302418889,"NO"
"Lztfl1",4.20434024401633e-56,0.544199108010002,0.156,0.056,9.24576463061631e-52,51.0340571665897,"NO"
"B2m",4.61414120833239e-56,-1.53679299485554,0.173,0.278,1.01469579312438e-51,50.9936641401839,"DOWN"
"Bbs2",5.46715733523584e-56,1.03948270414934,0.106,0.025,1.20228256959171e-51,50.9199934491451,"UP"
"E230016M11Rik",5.49420746579957e-56,0.739353326106959,0.135,0.043,1.20823116380398e-51,50.9178499667413,"NO"
"Ablim1",6.453669953008e-56,0.436741671816206,0.249,0.118,1.41922655936599e-51,50.8479482700616,"NO"
"Khdrbs3",6.65986850110115e-56,0.0819243157712651,0.193,0.077,1.46457168207715e-51,50.8342893673291,"NO"
"Rptor",7.39946265913673e-56,0.216677014009702,0.568,0.344,1.62721583337076e-51,50.7885548385658,"NO"
"Ywhab",7.59460722610351e-56,0.405107125145217,0.207,0.09,1.67013007509242e-51,50.7772497032866,"NO"
"Zbtb7c",7.60686711030545e-56,0.87186055945566,0.112,0.029,1.67282614622727e-51,50.7765491921264,"NO"
"Ppm1b",7.76908593393031e-56,0.073431025213414,0.306,0.156,1.70849968773062e-51,50.767385096243,"NO"
"Itgb5",8.88149021489786e-56,0.968068486332351,0.255,0.131,1.95312851315819e-51,50.709269179795,"NO"
"Actr1a",8.92038961766562e-56,0.330910135857769,0.2,0.085,1.96168288082085e-51,50.7073711978944,"NO"
"Rnf122",9.09502936141506e-56,1.1812138501651,0.114,0.031,2.00008790686879e-51,50.6989509160215,"UP"
"Ipo8",9.27553955804888e-56,0.330785681361793,0.248,0.118,2.03978390421053e-51,50.6904158395251,"NO"
"Armc8",1.02168593696804e-55,0.200646438617684,0.314,0.163,2.24678954398642e-51,50.6484376058924,"NO"
"Lrch1",1.07424395891045e-55,0.113940668397158,0.426,0.246,2.36236989003997e-51,50.6266521013769,"NO"
"Ambra1",1.08173634911181e-55,0.0785881825814121,0.611,0.376,2.37884640533178e-51,50.6236335980932,"NO"
"Slc25a13",1.10362042419255e-55,1.21811785741616,0.229,0.115,2.42697167484184e-51,50.6149352922843,"UP"
"Dusp10",1.16339919387639e-55,0.977845417431408,0.151,0.054,2.55843116725357e-51,50.5920262629147,"NO"
"Tmem80",1.28985708538233e-55,0.867602855124403,0.128,0.039,2.83652471646429e-51,50.5472134277956,"NO"
"Ppp1r10",1.34828329051143e-55,0.220801250789344,0.223,0.1,2.96500978416369e-51,50.5279738691796,"NO"
"Zfp652",1.43125578138778e-55,0.355700096982346,0.32,0.172,3.14747458884986e-51,50.5020377674844,"NO"
"Urm1",1.59230060933699e-55,0.860537303133565,0.128,0.039,3.50162826999298e-51,50.4557299601543,"NO"
"Kdm3b",1.66481694226659e-55,0.267229540181844,0.331,0.177,3.66109893773845e-51,50.436388534562,"NO"
"Nme7",1.67108459734917e-55,0.698211637310365,0.164,0.062,3.67488213803056e-51,50.4347565851849,"NO"
"Igsf21",1.75829248930872e-55,0.377854602624837,0.133,0.041,3.8666610132388e-51,50.4126639004723,"NO"
"Abhd16a",2.42297271405521e-55,0.698012086078446,0.134,0.042,5.32835929547882e-51,50.2734064980302,"NO"
"Rpl37",2.51600146490772e-55,-2.37505795041639,0.105,0.198,5.53293882147856e-51,50.2570441318175,"DOWN"
"Garnl3",2.53086295373889e-55,0.685335321268722,0.225,0.106,5.56562072156719e-51,50.2544863927096,"NO"
"Kif1bp",2.72338172327009e-55,0.437487836315657,0.204,0.088,5.98898874764326e-51,50.2226465028852,"NO"
"Ncoa5",2.87340543026145e-55,0.312403924431468,0.255,0.123,6.31890588168796e-51,50.199358113281,"NO"
"Fig4",2.98002584658016e-55,0.462060624571424,0.176,0.069,6.55337483921443e-51,50.1835349906053,"NO"
"Pik3c2a",3.27793413854942e-55,0.166992128039824,0.362,0.198,7.20850496408404e-51,50.1421547981342,"NO"
"1700109H08Rik",3.77608677361787e-55,1.27480573412434,0.118,0.034,8.30399242386307e-51,50.0807130557235,"UP"
"Eipr1",4.38295977038638e-55,0.354096920313261,0.204,0.087,9.63856683105669e-51,50.0159875370137,"NO"
"Adcy2",4.84347726055184e-55,0.947859986793598,0.252,0.131,1.06512908436796e-50,49.9725977563271,"NO"
"H2-T22",6.28909413417385e-55,-1.79319129886,0.061,0.143,1.38303469104617e-50,49.859166926224,"DOWN"
"Actr10",6.47452401064225e-55,0.623793371050958,0.146,0.051,1.42381257518034e-50,49.8465471756726,"NO"
"Atg9a",6.60904608791778e-55,0.80393249672549,0.11,0.028,1.453395325194e-50,49.8376162410367,"NO"
"Hivep2",6.67695417195141e-55,-1.02187010092657,0.465,0.515,1.46832899195384e-50,49.8331766260397,"DOWN"
"Kif16b",6.74373449996632e-55,0.305987064096266,0.301,0.156,1.48301465388759e-50,49.8288545576223,"NO"
"Suclg1",7.43699097460055e-55,0.659631253491961,0.132,0.042,1.63546868522441e-50,49.7863577670171,"NO"
"Ammecr1l",7.99843156507529e-55,0.442432926660364,0.203,0.088,1.75893508547571e-50,49.7547501881377,"NO"
"Slc25a4",8.3077349365195e-55,0.746418254166175,0.123,0.037,1.82695398989e-50,49.7382723898059,"NO"
"Prr16",8.86109596451538e-55,0.590702458591474,0.134,0.042,1.94864361355658e-50,49.7102675815178,"NO"
"Sel1l3",9.34876487726617e-55,1.0104717474933,0.103,0.025,2.0558868841596e-50,49.6870007841012,"UP"
"Pank1",1.01114329260967e-54,0.883693030370196,0.129,0.04,2.22360521477793e-50,49.652942316129,"NO"
"Amd1",1.05619478754529e-54,0.682585890749723,0.196,0.085,2.32267795729085e-50,49.6340110015933,"NO"
"Bcl9l",1.05865341209392e-54,0.707266780590983,0.132,0.042,2.32808471853575e-50,49.6330012198455,"NO"
"Ddah1",1.12037461631534e-54,0.808344037864749,0.181,0.076,2.46381581873907e-50,49.6083917607507,"NO"
"Cpne8",1.12681315759109e-54,0.90413087944072,0.135,0.044,2.47797481485857e-50,49.6059031119323,"NO"
"Arntl2",1.32615523207875e-54,-2.37098275456418,0.052,0.129,2.91634797086438e-50,49.5351606584027,"DOWN"
"Pacs1",1.41137470286703e-54,0.269672451309855,0.299,0.156,3.10375410907489e-50,49.5081126924725,"NO"
"Cyb5r4",1.62451141008785e-54,0.442114361285029,0.187,0.077,3.5724630419242e-50,49.4470322554051,"NO"
"Pigs",1.6617620179466e-54,0.92698986684804,0.127,0.04,3.65438085366637e-50,49.4371861931558,"NO"
"Mtm1",1.67785058437848e-54,0.52524005523606,0.192,0.08,3.68976122010672e-50,49.4330017379454,"NO"
"Ndufs4",1.71865198492359e-54,0.272173966493593,0.242,0.114,3.77948758004546e-50,49.422567077476,"NO"
"Pdgfc",1.73614073883293e-54,0.615227120452357,0.109,0.028,3.8179470987675e-50,49.4181700934574,"NO"
"Ptdss1",1.76351673375268e-54,0.711623234505717,0.123,0.036,3.87814964919552e-50,49.4113754364729,"NO"
"Grik1",1.91463327644557e-54,1.3522461814757,0.197,0.091,4.21047003823146e-50,49.375669418745,"UP"
"Dpy19l4",1.9261218008637e-54,0.426361373675665,0.256,0.126,4.23573445227937e-50,49.3730712746091,"NO"
"Nkain3",1.94459516823367e-54,1.04949472076072,0.137,0.046,4.27635923446266e-50,49.368925819134,"UP"
"D3Ertd751e",1.95987331924132e-54,1.02274190501022,0.123,0.037,4.30995741634358e-50,49.3655270207762,"UP"
"Aktip",2.03878196215998e-54,0.573652282677387,0.116,0.032,4.483485412986e-50,49.3483842388793,"NO"
"Tcaim",2.14409023373385e-54,0.735862373535076,0.134,0.043,4.7150688330041e-50,49.3265119628258,"NO"
"Prkaca",2.72132880725592e-54,0.80047333588209,0.123,0.037,5.9844741800365e-50,49.2229740024406,"NO"
"Cbx5",2.73506346153761e-54,-1.48967616174546,0.292,0.366,6.01467805826735e-50,49.2207876137539,"DOWN"
"Heatr3",2.79387666032587e-54,0.34769954501068,0.22,0.1,6.14401416372261e-50,49.2115477918015,"NO"
"Stard3nl",2.93224839033813e-54,0.808281199637029,0.111,0.03,6.44830743519258e-50,49.1905542649026,"NO"
"Echs1",2.99659917050278e-54,0.956848009554403,0.11,0.029,6.58982123585267e-50,49.1811263664888,"NO"
"Atn1",3.17641666732107e-54,0.532228125153024,0.188,0.078,6.98525789310575e-50,49.1558175552642,"NO"
"Trak1",3.47964716728311e-54,0.146808938780532,0.374,0.209,7.65209208557228e-50,49.1162198122967,"NO"
"E130102H24Rik",3.84856558720101e-54,0.65588157419075,0.122,0.036,8.46338058281375e-50,49.0724561292538,"NO"
"Csf1r",3.85862650506854e-54,1.46704271679618,0.153,0.059,8.48550554729623e-50,49.0713222782891,"UP"
"Invs",3.91876918767433e-54,0.513399027803257,0.222,0.103,8.61776532061462e-50,49.0646053368141,"NO"
"Gprasp1",4.20819192561295e-54,-0.0228283185223732,0.406,0.226,9.25423486361544e-50,49.0336594827183,"NO"
"Prpf39",4.39379522203747e-54,0.0702135358054733,0.359,0.193,9.6623950727826e-50,49.0149152091987,"NO"
"Cep170",4.49184452928255e-54,0.100198655241741,0.331,0.175,9.87801530434526e-50,49.0053303053067,"NO"
"Nek1",4.49779849966392e-54,0.123336464464287,0.291,0.148,9.89110868061093e-50,49.0047550262101,"NO"
"Bmt2",4.60702825157815e-54,0.380720272017004,0.171,0.066,1.01313158280455e-49,48.9943341459775,"NO"
"Copb1",4.62678392685541e-54,0.229873692620782,0.232,0.108,1.01747605335477e-49,48.9924758032509,"NO"
"Nmt1",4.82908880981741e-54,0.318561557371624,0.249,0.12,1.06196492016695e-49,48.9738898290451,"NO"
"Atg2b",5.0672918076755e-54,0.338145970164986,0.184,0.076,1.11434814142592e-49,48.9529791069364,"NO"
"Rnpep",5.52168238674671e-54,0.14243110163989,0.26,0.126,1.21427317366947e-49,48.9156835995282,"NO"
"Gpt2",5.97937165972202e-54,0.388619603788671,0.223,0.102,1.31492362168947e-49,48.8810994727576,"NO"
"Adamtsl4",6.90907468198914e-54,1.03716272885489,0.103,0.025,1.51937461331623e-49,48.8183351343414,"UP"
"Fars2",7.7254267219158e-54,0.210531310262705,0.525,0.323,1.6988985904165e-49,48.7698325439897,"NO"
"Rhobtb3",8.63163301621317e-54,0.64903547942001,0.178,0.072,1.89818241659544e-49,48.721662053914,"NO"
"Agpat3",9.36932146358233e-54,0.287160831143157,0.282,0.145,2.06040748305639e-49,48.6860468815035,"NO"
"Dzip1l",9.51948569918392e-54,0.928361254367241,0.123,0.037,2.09343010010754e-49,48.6791415356776,"NO"
"Ralgapa2",1.01503675713224e-53,0.271412440955126,0.396,0.229,2.23216733260951e-49,48.6512732519813,"NO"
"Thsd7b",1.04678571159938e-53,1.10590424561896,0.12,0.035,2.3019864583782e-49,48.6378972354712,"UP"
"Syn1",1.0663659867448e-53,0.559809523706093,0.116,0.032,2.3450454414505e-49,48.6298487372645,"NO"
"Kcnj3",1.12975666782383e-53,0.661289092538555,0.15,0.053,2.48444788821139e-49,48.6047701082361,"NO"
"Trappc12",1.19974084583197e-53,0.384442813296673,0.19,0.079,2.63835009406909e-49,48.5786675765553,"NO"
"Swt1",1.30659555254251e-53,0.282081990566228,0.28,0.143,2.87333427959624e-49,48.5416138458706,"NO"
"Map2k4",1.45408913992876e-53,0.0933015976634352,0.287,0.146,3.19768742761733e-49,48.4951639905884,"NO"
"Arhgef17",1.52582449088412e-53,0.595635527330895,0.118,0.034,3.35544063790326e-49,48.4742504400124,"NO"
"Itga9",1.55476634557422e-53,0.473669617962099,0.194,0.083,3.41908667055226e-49,48.4660898901173,"NO"
"Wdr37",1.59465304546361e-53,0.125532911253612,0.264,0.129,3.50680151227902e-49,48.4550888148318,"NO"
"Slc25a51",1.99660212251343e-53,0.356062974930792,0.149,0.053,4.39072772761928e-49,48.3574634929932,"NO"
"Togaram1",2.06299363870548e-53,0.302155778415807,0.22,0.1,4.53672931087723e-49,48.343257132636,"NO"
"Setd3",2.28763789524388e-53,-0.00168183124343574,0.32,0.167,5.03074449543081e-49,48.2983677393314,"NO"
"Gabrb2",2.52023930144471e-53,1.15113851442624,0.103,0.026,5.54225824780706e-49,48.2563132416385,"UP"
"Thoc1",2.56704477319364e-53,0.215581486325824,0.235,0.11,5.64518816073014e-49,48.2483215779543,"NO"
"Syt16",2.61835595650673e-53,0.586943973577784,0.134,0.044,5.75802658395394e-49,48.2397263343802,"NO"
"Rps6kb2",2.62439301299515e-53,0.207535220522378,0.171,0.067,5.77130267487764e-49,48.2387261486021,"NO"
"Khdrbs1",2.79523592918035e-53,0.160766519099373,0.39,0.22,6.1470033318605e-49,48.2113365514784,"NO"
"Mical3",2.82346415350052e-53,0.32480002115571,0.488,0.308,6.209080019963e-49,48.2069727431167,"NO"
"Entpd5",3.26455924650629e-53,0.66156516283876,0.123,0.037,7.17909223899198e-49,48.1439304666937,"NO"
"Gdap2",3.56841362857605e-53,0.882975775390618,0.116,0.033,7.84729841060159e-49,48.1052798320838,"NO"
"Pros1",3.70842434816776e-53,0.932336416115098,0.159,0.062,8.15519598405572e-49,48.0885655976193,"NO"
"Lztr1",3.94978898078622e-53,0.238174303642473,0.184,0.075,8.68598094764698e-49,48.0611811275804,"NO"
"Megf11",4.67682352944833e-53,1.32998968914001,0.132,0.044,1.02848026236098e-48,47.9878040384661,"UP"
"Esco1",5.27837843760486e-53,0.262890739396354,0.21,0.094,1.16076820221368e-48,47.935254497359,"NO"
"Nrgn",5.50594638722101e-53,0.868959387325873,0.12,0.035,1.21081267001377e-48,47.9169230432091,"NO"
"Pim3",5.85299441575343e-53,0.984342499047756,0.102,0.025,1.28713200196834e-48,47.8903769116918,"NO"
"Trp53inp1",5.99091332615567e-53,1.15502849829232,0.103,0.026,1.31746174955489e-48,47.8802619849946,"UP"
"Stx16",6.28320416953191e-53,0.00524613645789185,0.339,0.182,1.38173942892176e-48,47.8595738493288,"NO"
"Txndc11",6.68954650655656e-53,0.324905816273282,0.233,0.109,1.47109817225685e-48,47.8323583441,"NO"
"Mlh3",6.93670618450784e-53,0.761416084996593,0.134,0.044,1.52545105703512e-48,47.8166017218141,"NO"
"Pcgf3",7.21896379063692e-53,0.367899799986206,0.166,0.064,1.58752232719897e-48,47.7992801579975,"NO"
"Fbrsl1",7.98653356786081e-53,0.131180907930185,0.328,0.176,1.75631859690827e-48,47.7553967000878,"NO"
"Wdr59",8.27349451462765e-53,0.610218717467356,0.159,0.061,1.81942417871177e-48,47.7400660381559,"NO"
"Etv6",8.71098368628792e-53,-0.92682797904797,0.563,0.582,1.91563242245158e-48,47.7176878210486,"NO"
"Afg3l1",9.65545098682214e-53,0.232797347750366,0.193,0.083,2.12333022651206e-48,47.6729824578363,"NO"
"Clock",9.78018132451834e-53,0.197924619517073,0.333,0.18,2.15075967507483e-48,47.6674081147729,"NO"
"Ntng2",1.05744550931356e-52,0.753838340493934,0.136,0.046,2.32542841953144e-48,47.6334970242372,"NO"
"Pid1",1.14662848102092e-52,0.293008304437067,0.47,0.305,2.5215506926131e-48,47.5983322964714,"NO"
"Prkar2a",1.1631816197425e-52,0.646682872384739,0.16,0.062,2.55795269997574e-48,47.5921074904787,"NO"
"Zcchc14",1.23295753009341e-52,0.132151430132578,0.26,0.127,2.71139690442841e-48,47.566806904114,"NO"
"Lrrc8a",1.26716141394257e-52,0.75589882370409,0.137,0.047,2.7866146654011e-48,47.5549230816132,"NO"
"Kpna3",1.33520058172148e-52,0.0751621144389211,0.246,0.118,2.93623959926372e-48,47.5322085085678,"NO"
"Scamp2",1.47158450333974e-52,0.314674205977893,0.231,0.109,3.23616148129443e-48,47.489969815649,"NO"
"Ror1",1.51945753486946e-52,0.723758201733807,0.121,0.037,3.34143906493143e-48,47.4760664543384,"NO"
"Wasf2",1.57380161172506e-52,0.230439242904473,0.362,0.203,3.46094712434458e-48,47.4608050357191,"NO"
"Ep300",1.71289729788032e-52,0.0663921443711708,0.434,0.249,3.7668324477686e-48,47.424023697192,"NO"
"Apbb1ip",1.71517910924624e-52,1.1698981457787,0.202,0.095,3.77185037914342e-48,47.4234455430824,"UP"
"Ell",1.78878461258983e-52,0.354586026069008,0.211,0.095,3.93371624154629e-48,47.4051969711008,"NO"
"Hacd1",1.82805906218259e-52,0.693877823049161,0.139,0.048,4.02008468364573e-48,47.3957647983452,"NO"
"Jak2",1.87346568473392e-52,0.0481582194595019,0.307,0.162,4.11993838729835e-48,47.3851092786893,"NO"
"Ccdc148",1.90922327396656e-52,1.14840477607372,0.111,0.031,4.19857290177987e-48,47.376898301555,"UP"
"Sec23a",1.9778895146796e-52,0.526785938089675,0.143,0.05,4.34957683173191e-48,47.3615529932944,"NO"
"D430042O09Rik",2.26981020703135e-52,0.471262519812665,0.203,0.091,4.99153962628264e-48,47.3017654768082,"NO"
"Ppip5k1",2.2910795037933e-52,0.346585147399688,0.25,0.123,5.03831293679185e-48,47.2977148613514,"NO"
"Eif2ak4",2.30124377750579e-52,0.309163841536222,0.213,0.096,5.06066519111299e-48,47.2957923942585,"NO"
"A730081D07Rik",2.49437589253881e-52,1.31528415318131,0.104,0.027,5.48538202528209e-48,47.2607931209253,"UP"
"Ube2q2",2.54616320734814e-52,0.385111125750967,0.162,0.062,5.59926750927929e-48,47.251868783259,"NO"
"Frmd6",2.56350691287607e-52,0.603221969305787,0.158,0.06,5.63740805210577e-48,47.2489205285355,"NO"
"Arid1b",2.65099328620946e-52,0.0471069883034256,0.726,0.461,5.82979933570323e-48,47.2343463935937,"NO"
"Sdhc",2.75198642042451e-52,0.861940205926024,0.121,0.037,6.05189333715554e-48,47.2181087348942,"NO"
"1810013L24Rik",3.07529068304267e-52,0.136694087933277,0.234,0.11,6.76287174107915e-48,47.1698688489594,"NO"
"Ccdc88b",3.2817038116072e-52,-2.05955443697755,0.049,0.123,7.2167948521054e-48,47.1416556399793,"DOWN"
"Rac1",3.41624087465098e-52,0.245703288586554,0.214,0.097,7.51265530744498e-48,47.1242065368236,"NO"
"Tjap1",3.48350447066494e-52,0.308484359058684,0.271,0.139,7.66057468143928e-48,47.1157386492165,"NO"
"Atg14",3.5420626953386e-52,0.99360157414547,0.1,0.024,7.78935007331912e-48,47.1084987774168,"NO"
"Nhsl2",3.81484774354896e-52,1.12412819617622,0.126,0.041,8.38923167283852e-48,47.076277812178,"UP"
"Phkb",3.83291914218986e-52,0.221488943538964,0.433,0.263,8.42897248558973e-48,47.0742253638138,"NO"
"Vps13c",3.96898409024808e-52,0.0553115142092246,0.392,0.221,8.72819291286456e-48,47.0590756634203,"NO"
"Gmeb1",6.00966442912433e-52,0.306390366643927,0.22,0.102,1.32158530460873e-47,46.878904799142,"NO"
"Emid1",6.01161664312216e-52,1.55416360778725,0.113,0.034,1.322014615989e-47,46.8787637433313,"UP"
"Csf2ra",6.47478189428794e-52,0.276773339330658,0.174,0.07,1.42386928637286e-47,46.8465298778428,"NO"
"Agbl3",6.9353516823702e-52,0.787938730175447,0.13,0.043,1.52515318847003e-47,46.8166865329952,"NO"
"Cnnm3",7.85139464505907e-52,0.635872776832877,0.132,0.043,1.72660019639494e-47,46.7628082140253,"NO"
"Snph",8.0929523040129e-52,0.565101460344626,0.169,0.068,1.77972114117548e-47,46.7496480405766,"NO"
"Rab6a",8.22121641442294e-52,0.327074369992534,0.21,0.095,1.80792770169575e-47,46.7428189407757,"NO"
"Zfp101",9.60495553532022e-52,0.546887648881814,0.151,0.056,2.11222577177227e-47,46.6752596627507,"NO"
"Thsd4",1.00839908749627e-51,0.758489673101998,0.119,0.036,2.21757043331305e-47,46.6541225774428,"NO"
"C2cd3",1.09797999904945e-51,0.399787171501466,0.219,0.102,2.41456781590964e-47,46.6171605924331,"NO"
"Agl",1.10289570135659e-51,0.39235489052625,0.231,0.111,2.42537793685328e-47,46.6152205774325,"NO"
"Anapc15",1.146697476146e-51,1.66520736825045,0.132,0.047,2.52170241979266e-47,46.5983061648157,"UP"
"Pcnp",1.16042085915291e-51,0.349134636309571,0.192,0.083,2.55188151136316e-47,46.5931394945887,"NO"
"Fgd3",1.18981055863275e-51,0.895353359325477,0.124,0.039,2.61651239948929e-47,46.5822772028249,"NO"
"Polk",1.27458839024496e-51,0.716660754576467,0.169,0.068,2.80294732898769e-47,46.5523850631191,"NO"
"Gpatch2",1.36930941882652e-51,0.114901566035998,0.361,0.201,3.0112483429414e-47,46.5212534259813,"NO"
"4933407K13Rik",1.43136864920591e-51,0.978337417674279,0.105,0.028,3.14772279646872e-47,46.5020035206792,"NO"
"Aldh4a1",1.54647942241608e-51,0.772812072495009,0.115,0.034,3.40086289783521e-47,46.4684108758338,"NO"
"Slc25a42",1.56861590881841e-51,1.06527296392241,0.101,0.026,3.44954324508257e-47,46.4622384061651,"UP"
"Gnptg",1.58845476367923e-51,0.717228372358592,0.109,0.03,3.493170870807e-47,46.4567801700355,"NO"
"Pdzrn3",1.681611065281e-51,-1.22812053402429,0.148,0.254,3.69803089365945e-47,46.4320294650293,"DOWN"
"Ubxn2a",1.69404655236261e-51,1.21392459898636,0.104,0.028,3.72537777330061e-47,46.4288296808912,"UP"
"Metrn",1.77427781710855e-51,-2.13612118508331,0.077,0.16,3.9018143476034e-47,46.4087333986344,"DOWN"
