"Gene","logFC_mouse","AveExpr","t","PValue","FDR","B","padj","negLog10P","Classification"
"Oacyl",0.900955810039534,1.52573280464946,1.39917438219639,0.196196179306996,0.307637441692115,-5.21195729115977,0.307637441692115,0.511960808887788,"NO"
"Gm15964",-0.651747682924391,2.23463081775537,-1.58313794953298,0.148811578464181,0.250511498260314,-5.21277719603264,0.250511498260314,0.60117233559952,"NO"
"Dvl2",0.5467030068736,3.6980941954108,1.74838739623904,0.115292320991582,0.207835687371401,-5.21280846302086,0.207835687371401,0.682279877867635,"NO"
"Cnot7",-0.556782074839008,5.88576661508952,-1.89965388880407,0.0908705305372325,0.174549400493211,-5.21361549416863,0.174549400493211,0.758081638473621,"NO"
"Klhl13",-0.652281525129852,4.914412340052,-1.87438547287567,0.0945798503405556,0.17993729997502,-5.21363864743472,0.17993729997502,0.744878800555437,"NO"
"Gabpa",-0.56438448383725,4.65643626031227,-1.86104745515501,0.096594934247253,0.182542678274945,-5.21372407577393,0.182542678274945,0.738635581769629,"NO"
"Crebbp",0.674661894779594,8.29864405805335,1.82300970486948,0.102565409423796,0.19062271489468,-5.21439272484519,0.19062271489468,0.719825349418407,"NO"
"Gm15396",1.05311995589387,1.45948257302156,1.34373825896328,0.212836744840081,0.326559268054564,-5.21519524695132,0.326559268054564,0.486037986048571,"NO"
"Timmdc1",0.530917052132625,4.51091837988367,1.82918082014284,0.101573834008931,0.18921425014993,-5.21538130287284,0.18921425014993,0.723046159010176,"NO"
"Gm27239",0.642094180304287,1.99883324270569,1.47847401173296,0.174351448431881,0.281322381150199,-5.21720054385296,0.281322381150199,0.550795715316588,"NO"
"Ipp",0.538390426402642,3.6334467743464,1.73242558688674,0.118198223782217,0.211724194117396,-5.21759414392351,0.211724194117396,0.674229511506764,"NO"
"Cdc14a",-0.695263165459807,6.48344046689953,-1.89738619806153,0.0911977238893139,0.175048236588365,-5.2176114857164,0.175048236588365,0.756842259899234,"NO"
"Dnaic2",-0.787416552115227,2.86159159440585,-1.66481390944226,0.131269994979484,0.228436155824357,-5.21799030663256,0.228436155824357,0.6412351568522,"NO"
"Dbpht2",0.825040213684262,1.31514546843898,1.35451795555684,0.209509680393016,0.322889739811977,-5.21834277630031,0.322889739811977,0.490945754963753,"NO"
"Upp1",-1.12573594316552,0.450238394231569,-1.19869852132343,0.26210055759198,0.380706106124403,-5.21908742729605,0.380706106124403,0.419410157504342,"NO"
"Fig4",0.568327529548345,5.35459775527075,1.86493653189391,0.0960032442838731,0.181808259092703,-5.21977041924352,0.181808259092703,0.740386391758091,"NO"
"Trp53",-0.581825214828257,5.38690490624165,-1.88688190853707,0.0927279070900293,0.177271998892398,-5.219966284433,0.177271998892398,0.751359858233802,"NO"
"Gm32051",-1.1416871363487,0.363712638158177,-1.17939557552798,0.269312794162787,0.388319315623824,-5.22050491180684,0.388319315623824,0.410811006414537,"NO"
"Knop1",0.583580151717158,4.9769501623688,1.85309524767345,0.0978154860294692,0.184201258804735,-5.22057408469618,0.184201258804735,0.734707406223413,"NO"
"Rab13",-0.851531554880242,2.88092504827389,-1.66948835670962,0.1303253426795,0.227209349050501,-5.22095625024598,0.227209349050501,0.64357380254945,"NO"
"Ogt",-0.759094934932717,8.8957175434086,-1.81613218031366,0.103681156568308,0.192303546927708,-5.22171597622393,0.192303546927708,0.716012705377093,"NO"
"Stard3",0.680135582317735,5.2895359566074,1.85863147130553,0.0969642311350529,0.183004514459833,-5.22241775926142,0.183004514459833,0.737538196713225,"NO"
"Gm49662",-0.690006254798738,1.4055795167054,-1.39979204054708,0.196017259556208,0.307566366956269,-5.22253825852753,0.307566366956269,0.512061157309836,"NO"
"Nsd2",-0.882257662174425,7.3670319954407,-1.87809559886304,0.0940264095312273,0.179138150609441,-5.22275709519148,0.179138150609441,0.746811913677773,"NO"
"Rbbp9",0.541826528665497,2.93034149850904,1.64598072059505,0.135139526115029,0.233356372989062,-5.22336953672861,0.233356372989062,0.631980333985215,"NO"
"Homer1",0.541781442224835,5.4507223487483,1.86472140867378,0.0960358841547515,0.181838898000322,-5.22344503308412,0.181838898000322,0.740313209233313,"NO"
"Dstyk",0.551392790324254,6.18669852389431,1.87088348248879,0.095105058297579,0.180659255012233,-5.22378640233328,0.180659255012233,0.743139785007745,"NO"
"Actr1b",0.532536093036294,5.15130817064401,1.85763138792219,0.0971174877381293,0.183201630876053,-5.22424325909857,0.183201630876053,0.737070664525604,"NO"
"Bcl2a1d",-1.20067282138346,-0.00814261183194773,-1.08754153251556,0.305845009433209,0.425147353555642,-5.22464279096478,0.425147353555642,0.371460519962142,"NO"
"Gm49067",1.10766354542872,1.65504660022373,1.35926632612281,0.208058258525659,0.321205756719946,-5.22489308491369,0.321205756719946,0.493216679802751,"NO"
"Mmp27",1.0611496884513,0.993336190133379,1.25998702646981,0.240239780722329,0.357267168600263,-5.22530776977925,0.357267168600263,0.447006891860442,"NO"
"Trmt10a",-0.806915981065335,3.66755320985741,-1.77446209375627,0.110687176816876,0.201381185547615,-5.22571445352644,0.201381185547615,0.695981106744346,"NO"
"Gm48893",0.78807487618026,1.53871743129996,1.38570923439987,0.20013181449353,0.312289341825884,-5.22590230729808,0.312289341825884,0.505442837624406,"NO"
"Acad8",0.534979355342344,4.3330284946171,1.8081973790224,0.104982515394055,0.19386939590817,-5.22591163930744,0.19386939590817,0.712490742944087,"NO"
"Atp5md",-0.708066112512636,4.02198137605499,-1.80636075965209,0.105285898698891,0.194251579099178,-5.2260335943155,0.194251579099178,0.71163544207005,"NO"
"Ptges3l",-0.694661095280817,1.67522217323734,-1.45572175136065,0.180390483124146,0.288881764583166,-5.22605998535127,0.288881764583166,0.539279871762096,"NO"
"E430024I08Rik",-0.923236721995335,5.29588726638628,-1.8829388977569,0.093308526453022,0.178044069656275,-5.22701581899999,0.178044069656275,0.749472487355905,"NO"
"Srrm4",0.798068507066062,5.28387851555309,1.85488508222899,0.0975395141336151,0.183810431451981,-5.22786558282852,0.183810431451981,0.735629845542505,"NO"
"Mettl3",0.519369391946405,3.97677886618784,1.76938661208151,0.111569981338542,0.202507243974765,-5.22827368067931,0.202507243974765,0.693559436834507,"NO"
"Napsa",-0.831987952527414,1.0125742395624,-1.30944168073748,0.223721942727853,0.338954293658525,-5.22841998710109,0.338954293658525,0.469858860351989,"NO"
"Pik3cd",-0.870034861909313,6.75846229733267,-1.88895073152528,0.09242463267621,0.176811690545643,-5.22880862195959,0.176811690545643,0.752489023420158,"NO"
"Ebf4",-0.66607497575625,5.1050498347855,-1.87229714985634,0.0948927149473453,0.180340919114554,-5.22895959857384,0.180340919114554,0.743905721256518,"NO"
"Gm37233",0.965634967638032,0.459138683783947,1.16673768815513,0.274128753797232,0.393222874605802,-5.22916264639453,0.393222874605802,0.405361226277033,"NO"
"Gm45184",1.07909063412103,0.725864563041986,1.21229048683754,0.257117010166981,0.375165028144053,-5.22997582987885,0.375165028144053,0.425777652147807,"NO"
"Ndufaf4",-0.870391892179923,5.13900177955087,-1.87369427394236,0.0946832953747974,0.180015989666147,-5.23119836480136,0.180015989666147,0.744688917589135,"NO"
"S100pbp",-0.599080827616129,6.08662795808633,-1.88889854147243,0.0924322718321571,0.176811690545643,-5.23131076928502,0.176811690545643,0.752489023420158,"NO"
"Zfp955a",0.60673242295379,2.61482035592998,1.57490209363109,0.150692843260831,0.252764973146498,-5.2313875642613,0.252764973146498,0.59728310848753,"NO"
"Zfp839",0.569201611136135,4.18844436805689,1.79223313179547,0.107647064102279,0.197320300849902,-5.23201419598493,0.197320300849902,0.704828231050194,"NO"
"Arap3",-0.605402558573442,4.35819444916934,-1.83053967366864,0.101356702222242,0.188883512143115,-5.23217826459279,0.188883512143115,0.723805950483578,"NO"
"Gm48696",1.00758498298357,0.386706070324794,1.15705540858055,0.277859182673406,0.397317383113832,-5.23220334184386,0.397317383113832,0.400862433622549,"NO"
"Gga3",-0.621277524693353,6.05201941530696,-1.88847183151883,0.0924947525334952,0.17691021028125,-5.23257258239113,0.17691021028125,0.75224710128563,"NO"
"Dhcr7",0.578588288600629,3.39929783388464,1.69705089155713,0.124880464254839,0.220242237024621,-5.23333767266912,0.220242237024621,0.657099390415512,"NO"
"Pdgfa",0.613821016208685,4.37993054587809,1.80580199875953,0.105378360227563,0.194377664350166,-5.23340662436601,0.194377664350166,0.711353640679148,"NO"
"Drd2",1.20088202876339,-0.0135733031082938,1.09071031842077,0.304522823419592,0.423734227441733,-5.23343540851179,0.423734227441733,0.372906454128109,"NO"
"Gm26885",0.957702779021788,0.757630027461575,1.21322383687798,0.256777652603521,0.374873507505964,-5.23401984124712,0.374873507505964,0.426115250297343,"NO"
"Tsku",-0.846825398815462,0.983696257695363,-1.29352195810436,0.228931975620211,0.344584638002739,-5.23413795776099,0.344584638002739,0.462704087826337,"NO"
"Prkcd",-0.696150837870383,6.45595267807663,-1.88711603704873,0.0926935384727428,0.177227318309019,-5.23424973155156,0.177227318309019,0.751469333936409,"NO"
"Atp6v0e2",0.680432464684937,3.66585641630056,1.73151711241157,0.118365631398475,0.211953390624203,-5.23432917525903,0.211953390624203,0.673759631619452,"NO"
"Ccnl1",-0.598701967999151,7.83061566952337,-1.85026940718212,0.0982526918875497,0.184695905519412,-5.23435325147533,0.184695905519412,0.73354273222644,"NO"
"Carf",0.591536174041118,4.46223387683775,1.80862543964455,0.104911923238137,0.193783444688346,-5.23499424025825,0.193783444688346,0.712683328356521,"NO"
"Tuba1a",-0.507950601933721,5.989273200167,-1.88473597397415,0.0930434777878474,0.177706647076197,-5.2353377985195,0.177706647076197,0.750296327205827,"NO"
"A730017L22Rik",0.697848834005081,2.4531755735029,1.54180246315127,0.1584702544965,0.261751216712677,-5.23547853850738,0.261751216712677,0.582111290889335,"NO"
"Crk",-0.594162207771451,6.38594993354213,-1.88438412816897,0.0930953151243451,0.177784583308916,-5.23583077518492,0.177784583308916,0.750105901825622,"NO"
"Ncdn",-0.797329117260879,5.36117970108777,-1.87924348643812,0.0938557980331244,0.178876542230586,-5.23584547654209,0.178876542230586,0.747446608833308,"NO"
"Nap1l4",-0.551358059624068,6.262664509607,-1.88479746555372,0.0930344210483031,0.177706647076197,-5.23593586423591,0.177706647076197,0.750296327205827,"NO"
"Gm19412",-1.09137424265756,0.338723071646354,-1.15824732782676,0.277397767157768,0.396791299730745,-5.23602089101776,0.396791299730745,0.401437858998587,"NO"
"Top1",0.641359121662698,7.00677071572909,1.84950998042041,0.0983705007166271,0.184830986562319,-5.23611321049789,0.184830986562319,0.733225218370671,"NO"
"Hacd3",0.530517436467672,6.1699796451698,1.86291012242547,0.0963111184681647,0.182134473742425,-5.23640260700824,0.182134473742425,0.739607844764571,"NO"
"Eif2s2",-0.734006764515324,6.0318705407415,-1.88659916334629,0.0927694283683832,0.17733034131003,-5.23690934539142,0.17733034131003,0.751216950038369,"NO"
"Nthl1",0.781721499968285,1.68198225022914,1.38044304119604,0.201689402988364,0.31386890870611,-5.23713171768761,0.31386890870611,0.503251702605564,"NO"
"Mettl17",-0.59040239563634,4.92433767928227,-1.859613014263,0.0968140368653937,0.182828101490823,-5.2371613355588,0.182828101490823,0.737957050481725,"NO"
"Myadml2os",1.03412685095547,0.383176188731933,1.15376982375625,0.279134284823217,0.398523045199413,-5.2379451327055,0.398523045199413,0.399546559804737,"NO"
"Gramd2",-0.658120653061966,2.76144338182666,-1.64214238107439,0.135940782121201,0.234312475365271,-5.23802223103264,0.234312475365271,0.630204587894455,"NO"
"Rap1gap",-1.05536871507064,7.75919312321116,-1.85753612671355,0.0971320978029749,0.183201630876053,-5.23860979511974,0.183201630876053,0.737070664525604,"NO"
"Mrps33",-0.613556063257052,3.84118684527337,-1.77651705338834,0.110331595435518,0.200983835428824,-5.238842717293,0.200983835428824,0.696838870272861,"NO"
"Nup35",0.556435686743736,4.74646663070707,1.82614558560543,0.102060409196758,0.189931357345837,-5.23965813545417,0.189931357345837,0.72140332805908,"NO"
"Nek10",1.00227789438724,1.07859179321628,1.25441314588197,0.242163552371699,0.359233045841522,-5.23967506085227,0.359233045841522,0.444623719425391,"NO"
"Cog2",0.493578706022863,4.82710803753555,1.83360033916159,0.1008692284309,0.188257473331989,-5.24004111886157,0.188257473331989,0.725247774423826,"NO"
"Pofut1",0.493638005070302,5.04384725110083,1.84337363208891,0.0993273005700202,0.186048207343845,-5.24007760740158,0.186048207343845,0.73037451024028,"NO"
"Fnbp1l",-0.622227057273411,6.51911405942814,-1.87997967792683,0.0937465309478761,0.17873170386324,-5.24106904601112,0.17873170386324,0.7477984044523,"NO"
"Dusp11",0.599152686642183,6.60521159319861,1.8536300853974,0.0977329434419478,0.184067326926543,-5.24131839837637,0.184067326926543,0.735023294574839,"NO"
"Lcmt1",0.588840611390046,4.38433626568792,1.79734016969754,0.106787881144219,0.196253577069342,-5.241509235774,0.196253577069342,0.70718241872376,"NO"
"Rspo3",0.6975589359984,3.53013069938123,1.70564187055093,0.123226452051716,0.218208713467251,-5.24194372812625,0.218208713467251,0.661127911239935,"NO"
"A230072E10Rik",0.678335734432708,2.703902661859,1.598117924356,0.145443833049212,0.246189771391776,-5.24334054442005,0.246189771391776,0.608729994948123,"NO"
"Uhrf1bp1",-0.521788130541748,4.89204765582777,-1.8523105963521,0.097936701387929,0.18430031288742,-5.24378791409239,0.18430031288742,0.734473927476724,"NO"
"Crot",0.548316793437713,4.95532564406346,1.83436868107831,0.100747199567056,0.188082053228617,-5.24406427209284,0.188082053228617,0.725652642810215,"NO"
"Gm20597",-1.11630771830581,0.378803288993083,-1.15684550521004,0.277940504138878,0.397346683642523,-5.24434035362718,0.397346683642523,0.400830407365253,"NO"
"Apbb3",-0.489497189555937,4.49167170297913,-1.82913512958753,0.101581142485554,0.18921425014993,-5.24534893542643,0.18921425014993,0.723046159010176,"NO"
"Akap8",-0.61173360919959,7.15996487872698,-1.86352628402204,0.0962174063413215,0.181978608214615,-5.24541201103805,0.181978608214615,0.739979660808187,"NO"
"Map7d3",1.0088040767125,0.149373587376346,1.10481876926603,0.298690268726134,0.418254615586965,-5.24541940527481,0.418254615586965,0.378559257746586,"NO"
"Lrp10",0.639640235836572,3.56831891982466,1.70090532427942,0.12413587036349,0.219337099745423,-5.24549000635938,0.219337099745423,0.658887903425116,"NO"
"Gm17066",0.641387167811464,3.7576133851463,1.73361648255295,0.117979104328192,0.211402184273197,-5.24582439175841,0.211402184273197,0.674890529739586,"NO"
"Fut11",0.528285491806903,3.47011259997162,1.69546256986362,0.125188484229133,0.220664728408258,-5.24585150523495,0.220664728408258,0.656267079986738,"NO"
"Gm16541",1.12097563090008,1.2498447363492,1.27211279202561,0.23609849564328,0.352866860408708,-5.24617682970263,0.352866860408708,0.452389126614357,"NO"
"Sorbs1",0.721702799740068,8.35418309907835,1.79798754715807,0.106679427013855,0.196148961295526,-5.24650920441995,0.196148961295526,0.707413987329581,"NO"
"Bag4",0.513704155250754,3.79960594330637,1.73441479325151,0.117832428659608,0.211280309332248,-5.24687116779419,0.211280309332248,0.675140975956802,"NO"
"Zfp775",-0.634935465649726,3.91631602767421,-1.77980172460666,0.109765433257758,0.200133467856322,-5.24805064296025,0.200133467856322,0.698680279230181,"NO"
"Gm12184",-1.04534261626485,0.0908341304208134,-1.09178248998159,0.304076469906026,0.423425668242084,-5.24820449688,0.423425668242084,0.373222818404455,"NO"
"Golga2",-0.552003801971329,5.5952454832035,-1.87194522964225,0.0949455341933232,0.180398753720773,-5.24939100137146,0.180398753720773,0.743766467093749,"NO"
"Sft2d2",-0.566817265910962,4.30018626077257,-1.81387321360263,0.10405009911272,0.192721686852154,-5.24971415531274,0.192721686852154,0.715069411705355,"NO"
"Gm44812",0.846027066866048,1.27437213075416,1.3187304887318,0.220728370065024,0.33533733144494,-5.25022200244335,0.33533733144494,0.474518096025228,"NO"
"Oga",-0.659080425629417,7.63496480282486,-1.84701486735489,0.0987584986024244,0.185305852075524,-5.25039961838224,0.185305852075524,0.73211086517125,"NO"
"Rab6b",0.600987088668562,5.76542597439129,1.85091534267697,0.0981525930920256,0.184620353673096,-5.25066888814948,0.184620353673096,0.733720421399844,"NO"
"Fam149a",-0.614266537256368,2.84226326975741,-1.63981089106892,0.136429586878125,0.234853580658819,-5.25137376721758,0.234853580658819,0.629202814026562,"NO"
"Ubl7",0.544166287249914,3.96372216417918,1.7462647385708,0.115674914808261,0.208338950273798,-5.25175224362701,0.208338950273798,0.681229528383437,"NO"
"Retsat",1.03516476756746,0.370897946356713,1.1360947547006,0.286074348525553,0.405878528113197,-5.25184090185346,0.405878528113197,0.391603923229672,"NO"
"Mvb12a",-0.526456324486395,4.63396601601732,-1.83361864133297,0.10086632005158,0.188257473331989,-5.25195093253324,0.188257473331989,0.725247774423826,"NO"
"Atp5o",-0.613978804494696,3.79106278042847,-1.76358236329757,0.112587550356741,0.203963687224509,-5.253263791337,0.203963687224509,0.690447145524022,"NO"
"Uqcrc1",0.56194064221472,4.64530002733879,1.81452138563355,0.10394411203608,0.192632389418693,-5.25373976312662,0.192632389418693,0.715270688326946,"NO"
"Hs3st3b1",1.18612437063844,1.7015065536381,1.34497650906178,0.212452297848147,0.326114985438684,-5.25437866829633,0.326114985438684,0.486629244298002,"NO"
"Cyb561d1",0.622785180194608,2.20106408368031,1.48521498717487,0.172596648886581,0.279049718444637,-5.25442763187304,0.279049718444637,0.554318411341201,"NO"
"Fdxacb1",0.755322559578145,2.3632344158995,1.53562621164773,0.159960513114537,0.263678816112976,-5.25449421665912,0.263678816112976,0.578924759909995,"NO"
"1700037H04Rik",-0.590267788071429,2.22946683374677,-1.54500942635192,0.157701339971408,0.26090902319877,-5.25452505662266,0.26090902319877,0.58351090113101,"NO"
"Ache",0.833012643415542,3.23143788394178,1.66500571447704,0.131231110796763,0.228417818511787,-5.25475671174011,0.228417818511787,0.641270020480902,"NO"
"Stk19",-0.560294072289593,5.75702499805853,-1.87053742857901,0.095157106310784,0.180694229445575,-5.25555274864279,0.180694229445575,0.743055716614281,"NO"
"Hsd17b11",0.676928028982752,4.69284517929125,1.81485390200214,0.103889779146653,0.192579673421607,-5.25581092125404,0.192579673421607,0.715389554110206,"NO"
"Fxr2",-0.563283158090076,6.62681085326293,-1.86727349264004,0.0956493377563454,0.181393825286098,-5.25611789316588,0.181393825286098,0.741377500571494,"NO"
"Tent5a",-0.581010819030976,4.98311608526982,-1.84907923890877,0.0984373799960971,0.184897064803858,-5.25613618266272,0.184897064803858,0.733069983105867,"NO"
"Lctl",-1.38022241641319,1.588002350276,-1.41228352435388,0.192428912716206,0.303264654540815,-5.25665902277377,0.303264654540815,0.518178203709744,"NO"
"Ccdc189",0.919907878182612,0.46365040622047,1.14339358970382,0.283191981478511,0.40292416116427,-5.25765563287989,0.40292416116427,0.394776689559483,"NO"
"Zfp940",0.60392441758364,2.91291421857606,1.62129542255679,0.140368391993779,0.239840649424485,-5.25779330460014,0.239840649424485,0.620077208540624,"NO"
"Cdc5l",-0.619395932250498,6.07155358677376,-1.87070813318744,0.0951314282434421,0.180666756725349,-5.25840593328979,0.180666756725349,0.743121751694306,"NO"
"Islr2",0.970177144304798,1.06303739299668,1.2702667620989,0.236725105819905,0.353442820584917,-5.25917799318183,0.353442820584917,0.451680835652197,"NO"
"Bcan",0.885789170399152,7.38430776302702,1.81822439162858,0.103340539964135,0.191737985501036,-5.25966327082206,0.191737985501036,0.717291839864389,"NO"
"Rbfox2",-0.719830091138519,8.17864955097977,-1.82208305694504,0.102715083091055,0.190726504151662,-5.25977648492905,0.190726504151662,0.719588951385058,"NO"
"D130079A08Rik",1.14354579879082,-0.200921306931901,1.03549220710995,0.328207548200702,0.447746451372222,-5.26070042226879,0.447746451372222,0.348967847479087,"NO"
"Glipr2",-0.635253780901586,3.10852433594466,-1.67382065908113,0.129455379048885,0.225992079005212,-5.26089974382628,0.225992079005212,0.645906782554429,"NO"
"Tmem116",0.53024624199982,3.28397016804437,1.66286106662458,0.131666488754705,0.228854306813074,-5.26113889884146,0.228854306813074,0.640440910164571,"NO"
"Gm47405",0.763838119244787,1.25113671088843,1.30206270235974,0.226124326070045,0.341293923644447,-5.26117654163843,0.341293923644447,0.466871443778724,"NO"
"Med22",-0.534205813923458,3.23860329317203,-1.68560580097805,0.127115608447656,0.22289119142334,-5.2612066089853,0.22289119142334,0.651907094336395,"NO"
"Zfp72",0.535732332317697,3.08540374931743,1.63498143887272,0.137447177658964,0.236126075594484,-5.26143097186177,0.236126075594484,0.626856050780283,"NO"
"4931406P16Rik",0.544241103284463,6.62002709167389,1.84115821473976,0.0996748762151043,0.186539197449622,-5.2615818582251,0.186539197449622,0.729229896040787,"NO"
"Dab1",0.961205020551612,8.51545638844726,1.77428126280827,0.110718517925607,0.201412407860168,-5.26171394772503,0.201412407860168,0.695913778572781,"NO"
"Tesc",-0.762273794034556,3.42280979493868,-1.71469034962824,0.121506135704657,0.216016865197601,-5.2619546822186,0.216016865197601,0.665512340625349,"NO"
"Gm19410",-0.584377396891385,2.23632446218019,-1.54327443351385,0.158116915019937,0.26132829478631,-5.26196495153664,0.26132829478631,0.582813565380621,"NO"
"Dync1li2",0.558680474519097,6.41874836479857,1.84309734682062,0.0993705846773905,0.186107651674704,-5.26200475358445,0.186107651674704,0.730235770814492,"NO"
"Muc1",0.687144690816662,2.42871848676423,1.5411926692124,0.158616838613508,0.261939642493626,-5.26212061617837,0.261939642493626,0.581798769564943,"NO"
"Chrnb2",0.929553011611454,0.564146826574292,1.1554916983137,0.278465459161787,0.397886507930192,-5.26225066654838,0.397886507930192,0.400240787244193,"NO"
"Unc5cl",1.09758153179943,0.53862256549518,1.1556306697722,0.278411534711343,0.397886507930192,-5.26255027267694,0.397886507930192,0.400240787244193,"NO"
"Nsd1",0.836583016947346,8.17506025502841,1.79008297909393,0.108010717528424,0.197851866752454,-5.26318038935503,0.197851866752454,0.703659847766085,"NO"
"Myo18a",0.626265592889985,7.8048121872629,1.80882880304786,0.104878401785256,0.193765372379983,-5.26324971208093,0.193765372379983,0.712723832692789,"NO"
"Snx8",-0.65263438931312,6.188487739942,-1.86814532510741,0.0955176233002628,0.181229340370501,-5.2633750430112,0.181229340370501,0.741771490271353,"NO"
"Sptbn1",0.655496257919051,8.47951118210226,1.78164393228258,0.109449084287703,0.199760072749788,-5.26337708834083,0.199760072749788,0.699491312492784,"NO"
"Tdg",-0.558382654516077,5.07232481528774,-1.8462348839385,0.098880082906694,0.185409947914084,-5.26409855104859,0.185409947914084,0.731866968097183,"NO"
"N4bp2l1",0.751915878200092,5.86986901206374,1.8398358493546,0.0998828847648476,0.186828292812243,-5.26446112437933,0.186828292812243,0.728557354648752,"NO"
"Slc39a9",0.519490904707542,4.72229330263111,1.81152189054138,0.10443542812518,0.193213334825554,-5.26449972226401,0.193213334825554,0.713962903586642,"NO"
"Insig2",0.519137319660675,4.28493225068545,1.77900825155164,0.109901952336596,0.200332684910294,-5.26521145100288,0.200332684910294,0.698248188409121,"NO"
"Amd1",0.795347001149042,5.46739930607499,1.82791803575041,0.101776005226612,0.189489614167293,-5.26526268100347,0.189489614167293,0.722414588510906,"NO"
"Mphosph10",-0.949971094745663,4.35144948450275,-1.80875773024858,0.104890115949551,0.193765372379983,-5.2652751293432,0.193765372379983,0.712723832692789,"NO"
"Kbtbd3",0.538652254029557,3.94261736548243,1.73924690541162,0.116948199281539,0.209951785632314,-5.26569612408984,0.209951785632314,0.677880427351534,"NO"
"Hadha",0.521446343008373,5.49554471517679,1.83707251301086,0.100318873266038,0.187408678840557,-5.26572013865289,0.187408678840557,0.727210300933367,"NO"
"Rnf139",-0.591895245656181,4.62188194342647,-1.82295740806593,0.102573851052784,0.19062271489468,-5.26589220495454,0.19062271489468,0.719825349418407,"NO"
"Pmepa1",-0.637736857771115,7.16176504874307,-1.85029521930021,0.0982486900183352,0.184695905519412,-5.26612951442357,0.184695905519412,0.73354273222644,"NO"
"Myh9",-0.645128027862938,7.10575118604982,-1.85107316151176,0.0981281509172637,0.184595923915329,-5.26711444332509,0.184595923915329,0.733777892912623,"NO"
"Arhgap24",0.914523540003339,8.58820815312382,1.7685733183144,0.111712047703791,0.20265098613173,-5.26711713842392,0.20265098613173,0.693251278571551,"NO"
"Gemin5",-1.02507409483132,5.02794948592454,-1.84543988626672,0.0990041522084328,0.185615509189286,-5.26766820838863,0.185615509189286,0.731385738925768,"NO"
"C130026L21Rik",0.874471793214421,1.41983079377477,1.33039540308975,0.217017010460868,0.331072145076424,-5.26770838700189,0.331072145076424,0.480077357298347,"NO"
"Slc41a3",-0.751755512914563,1.35368200226193,-1.35305992109134,0.209957083184817,0.32345553509287,-5.2677127479468,0.32345553509287,0.490185412649255,"NO"
"D5Ertd579e",-0.803070190640979,8.07253456401052,-1.82198413634261,0.102731072969651,0.190726504151662,-5.2677853509889,0.190726504151662,0.719588951385058,"NO"
"Fasn",-0.590028736679141,4.80747010715638,-1.8328002958959,0.100996439295043,0.188386413851726,-5.26783507379592,0.188386413851726,0.724950421086582,"NO"
"Clba1",0.913110494878048,0.286457454869676,1.10355387071509,0.299209580946148,0.418690770732666,-5.26784740927332,0.418690770732666,0.378106612225683,"NO"
"Gtf2h3",-0.626006884737995,3.74909933412634,-1.74431241248371,0.116027843666706,0.20879853939099,-5.2681588050372,0.20879853939099,0.68027254368056,"NO"
"Cd84",0.825708664442164,6.50176648077933,1.83264418987162,0.101021278448015,0.188410938950146,-5.26824938913396,0.188410938950146,0.724893886109105,"NO"
"Dpp9",0.556822067029615,4.16711581679121,1.75543077127229,0.114031174627661,0.205976956993879,-5.26856046360382,0.205976956993879,0.686181362204436,"NO"
"Gm43330",0.967979095169728,0.309339996728865,1.10845847938235,0.297199917438143,0.41678331617065,-5.26864660149177,0.41678331617065,0.380089674161613,"NO"
"Psmc3",-0.516275787979376,4.92776342840714,-1.83705849745781,0.100321089126178,0.187408678840557,-5.26877709511135,0.187408678840557,0.727210300933367,"NO"
"Rec8",1.08385363058813,0.333294721843583,1.10996360630462,0.29658532763198,0.416283673586221,-5.26910906220151,0.416283673586221,0.380610621566871,"NO"
"Rttn",0.533290107530973,5.7109249332653,1.83792938845856,0.100183488297385,0.187303607587083,-5.26923529474474,0.187303607587083,0.727453857755171,"NO"
"Hivep2",-0.757077249577025,8.87049749017134,-1.78472402832407,0.108922054625874,0.199023563758571,-5.26944208924698,0.199023563758571,0.701095501457214,"NO"
"Gon4l",-0.753243142553694,7.32358966638261,-1.84503453982919,0.0990674677982787,0.18566941633179,-5.26959999369523,0.18566941633179,0.731259627828442,"NO"
"Lin52",0.548512807414608,6.39995170342324,1.83769088204437,0.100221154722258,0.187345701327786,-5.27006407505391,0.187345701327786,0.727356267400927,"NO"
"Kcnab3",1.02292477900494,1.706460497511,1.38894041940023,0.199181249934697,0.311262809706273,-5.27011731076426,0.311262809706273,0.506872766578058,"NO"
"Ahr",-0.842492726139467,2.75870959568135,-1.61342551430771,0.142073526190694,0.241856654493422,-5.27022750706657,0.241856654493422,0.616441958844001,"NO"
"Gm47802",1.03632294722418,0.243619583801481,1.09802289859393,0.301488696282658,0.420783911777199,-5.27068614047924,0.420783911777199,0.375940873321891,"NO"
"Slc45a4",-0.504290279869563,5.4318827618421,-1.852631049529,0.0978871797543643,0.184252584336272,-5.27071736935234,0.184252584336272,0.734586411989339,"NO"
"Slit2",1.56092298240679,5.33801853016911,1.8119652320648,0.104362672603495,0.193145249388829,-5.27150022195231,0.193145249388829,0.714115969318747,"NO"
"Gm41555",-0.859741369257792,1.63866344623372,-1.40750758862219,0.193794103369341,0.304760516188554,-5.27155246174121,0.304760516188554,0.516041299511513,"NO"
"Gm44644",0.879221456178142,1.36238964287415,1.29762820911379,0.227578473664441,0.343027935052013,-5.27169097212781,0.343027935052013,0.46467051102157,"NO"
